Product_ID,Product_Name,Brand,Model,Category,Market_Price,Purchase_Amount,Discount_Applied,Rating,Feedback,Customer_ID,Age,Gender,City,Purchase_Date,Payment_Method,Repeat_Customer,Competitor_Name,Competitor_Model,Competitor_Price,Competitor_Rating,Promotion_Competitor,Market_Share,Competitor_Feedback,Feedback_Sentiment,Feedback_Score,Competitor_Sentiment,Competitor_Score
PRD38048,Headphones,Apple,AirPods Max,Electronics,57.7,50.43,No,4.5,Value for money (positive),3e1edbcd-f364-46c6-9278-f37f80c017cc,50,Male,New Martinberg,2024-03-10,Credit Card,No,JBL,Tune 230NC,400,3.5,No,45,Battery drains fast,POSITIVE,0.9998134970664978,NEGATIVE,0.7297149896621704
PRD07545,Smartphone,LG,LG Edge 5,Electronics,100.42,80.7,Yes,3.8,Satisfied customer,9bfeba85-1ef7-4221-b484-68e04263a22a,56,Other,East Erikastad,2024-09-30,UPI,No,Huawei,P60 Pro,50,4.6,Yes,10,Low quality,POSITIVE,0.9997509121894836,NEGATIVE,0.9997710585594177
PRD01994,Jacket,Adidas,Tiro Track Jacket,Clothing,555.16,483.73,No,3.7,Durable product,bf75e223-b2b3-415b-8939-ea4d3d415227,41,Female,East Laura,2024-06-03,UPI,No,Levi's,Trucker Jacket,90,4.2,Yes,45,Low quality,POSITIVE,0.9998296499252319,NEGATIVE,0.9997710585594177
PRD32539,Smartphone,LG,LG Series X1,Electronics,483.21,446.58,No,4.2,Battery drains fast,4c2ff6f6-80e4-4433-8c73-1b6f683687c8,28,Male,North Dawn,2024-10-27,Credit Card,Yes,OnePlus,10T,50,4.1,No,10,Usability issue,NEGATIVE,0.7297149896621704,NEGATIVE,0.8492327928543091
PRD26411,Face Cream,Dove,Dove DermaSeries Cream,Beauty,276.08,248.82,Yes,4.4,Slow delivery,6e1eb89d-e332-4bb0-b92f-99ab4c202a3a,31,Other,Whitemouth,2024-03-03,Credit Card,No,Lakme,Absolute Argan Oil,120,4.4,No,30,Battery drains fast,NEGATIVE,0.9997106194496155,NEGATIVE,0.7297149896621704
PRD41146,Jacket,Nike,Therma-FIT Repel Jacket,Clothing,94.75,78.55,No,4.3,Durable product,d8c4e0d7-aec5-41ec-89d1-e8aaa1463dd7,31,Other,Nicholsmouth,2025-01-06,Debit Card,No,Adidas,Varilite Down,70,4.3,No,20,Battery drains fast,POSITIVE,0.9998296499252319,NEGATIVE,0.7297149896621704
PRD06779,Headphones,Sony,WF-1000XM4,Electronics,484.33,453.0,No,4.5,Low quality,013544d6-c8e8-40d3-904c-3e1cec9abc97,35,Female,Seanmouth,2024-12-06,Credit Card,No,Sennheiser,Momentum 4,450,4.1,No,30,Value for money (positive),NEGATIVE,0.9997710585594177,POSITIVE,0.9998134970664978
PRD05378,Lamp,Panasonic,Panasonic LED 9W,Electronics,223.5,184.36,No,4.1,Durable product,cfd271e8-ea39-453d-adc0-956180a20b7a,56,Male,Dayton,2024-07-07,Cash on Delivery,Yes,Mi,Desk Lamp Pro,60,2.9,Yes,10,Damaged item,POSITIVE,0.9998296499252319,NEGATIVE,0.9996194839477539
PRD02400,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,179.53,145.97,No,4.0,Usability issue,7183d981-d100-45cd-b021-2651a7d71970,18,Female,Stephaniefurt,2024-07-03,Debit Card,Yes,Mi,Bedside Lamp 2,60,2.9,No,10,Battery drains fast,NEGATIVE,0.8492327928543091,NEGATIVE,0.7297149896621704
PRD43610,Cookware,Whirlpool,Whirlpool Non-Stick Set,Electronics,153.42,136.54,Yes,3.2,Satisfied customer,188968f3-4409-4d9c-bfa5-18fcea351043,39,Female,Daytown,2024-05-05,Debit Card,No,Philips,Viva Airfryer,60,3.7,Yes,20,Value for money (positive),POSITIVE,0.9997509121894836,POSITIVE,0.9998134970664978
PRD32147,Laptop,Samsung,Galaxy Book2,Electronics,327.06,294.59,No,4.0,Slow delivery,233f4089-398a-4984-9f29-1b3876b97866,20,Other,North Williebury,2024-04-08,UPI,No,Dell,Inspiron 15,50,4.1,Yes,10,Satisfied customer,NEGATIVE,0.9997106194496155,POSITIVE,0.9997509121894836
PRD25878,Smartwatch,Samsung,Galaxy Watch6 Classic,Electronics,48.59,42.8,Yes,4.3,Usability issue,6d8dddaf-53fb-43e6-b81b-987fe44b8805,43,Female,Huffmanville,2024-04-25,Debit Card,Yes,Garmin,Venu 2,50,3.8,Yes,10,Satisfied customer,NEGATIVE,0.8492327928543091,POSITIVE,0.9997509121894836
PRD07101,T-Shirt,Levi's,Graphic Set-In Neck Tee,Clothing,294.09,257.14,Yes,4.0,Durable product,75d53ccb-d452-41de-a398-325ba4b44ce6,52,Male,Millermouth,2024-02-27,Credit Card,No,Puma,Run Favorite Tee,70,4.3,Yes,20,Damaged item,POSITIVE,0.9998296499252319,NEGATIVE,0.9996194839477539
PRD26736,Sofa Cover,Philips,Philips Stretch Sofa Cover,Electronics,146.78,133.92,No,3.2,Durable product,c74c7435-ccfe-4446-b712-30bed5ecc31c,20,Other,East Erikamouth,2024-12-14,Credit Card,Yes,Wayfair Basics,Microfiber Slipcover,50,3.0,Yes,30,Damaged item,POSITIVE,0.9998296499252319,NEGATIVE,0.9996194839477539
PRD23423,Jeans,Puma,Puma Slim Fit Jeans,Electronics,55.39,46.06,Yes,4.4,Damaged item,aa0b7a0e-24c9-4d25-9694-c59104a81b18,43,Female,North Travisville,2024-06-12,UPI,Yes,Tommy Jeans,Scanton,50,2.9,No,30,Slow delivery,NEGATIVE,0.9996194839477539,NEGATIVE,0.9997106194496155
PRD39663,Curtains,Ikea,VIDGA Panel Curtains,Electronics,435.65,375.88,Yes,3.0,Damaged item,a221afd6-4f69-4f5a-96a0-07327796100f,51,Female,Port Gary,2024-08-28,UPI,Yes,Target,Sheer Voile,50,3.0,No,10,Slow delivery,NEGATIVE,0.9996194839477539,NEGATIVE,0.9997106194496155
PRD37223,Headphones,Apple,AirPods Max,Electronics,42.63,36.44,No,4.2,Low quality,5717f395-20d6-4253-927f-a83719f12a7a,32,Male,South Brentburgh,2024-02-17,UPI,Yes,JBL,Tune 230NC,400,3.9,No,35,Value for money (positive),NEGATIVE,0.9997710585594177,POSITIVE,0.9998134970664978
PRD49507,T-Shirt,Nike,Sportswear Club Tee,Clothing,400.16,344.13,Yes,3.6,Durable product,f356865f-9598-4a3d-85a4-44295c510ff5,24,Male,Lake Michellechester,2024-10-16,Cash on Delivery,No,Levi's,Graphic Tee,70,3.9,No,30,Satisfied customer,POSITIVE,0.9998296499252319,POSITIVE,0.9997509121894836
PRD06157,Headphones,Apple,AirPods Pro (2nd gen),Electronics,186.16,157.9,No,4.4,Heating problem,0b231e1c-b4e8-4be8-8229-613a92f3b303,59,Male,Carmenville,2024-11-11,Credit Card,Yes,Bose,Sport Earbuds,400,4.1,No,45,Value for money (positive),NEGATIVE,0.9961709380149841,POSITIVE,0.9998134970664978
PRD02299,Cookware,Ikea,OUMBÄRLIG Pot Set,Electronics,479.93,435.59,No,3.3,Durable product,7fb1a510-8326-4a9f-bee0-3a5567ccd413,51,Other,Lawsonfurt,2025-01-24,UPI,No,Hawkins,Contura,50,4.1,Yes,30,Durable product,POSITIVE,0.9998296499252319,POSITIVE,0.9998296499252319
PRD25669,Cookware,Philips,Daily Collection Kettle,Electronics,178.76,166.41,Yes,3.3,Durable product,2d6032cd-bb6f-496c-8a9a-6f12a7d8f175,57,Other,Rodriguezmouth,2024-10-10,Credit Card,No,Prestige,Clip-On Set,70,3.4,No,30,Slow delivery,POSITIVE,0.9998296499252319,NEGATIVE,0.9997106194496155
PRD27094,Curtains,Philips,Philips Thermal Curtain Set,Electronics,424.89,394.79,Yes,4.0,Value for money (positive),cce83ba1-0c9e-44b5-824b-52d8a7451f22,25,Other,New Chasefurt,2024-09-23,Debit Card,Yes,Home Centre,Thermal Curtains,50,3.7,Yes,30,Satisfied customer,POSITIVE,0.9998134970664978,POSITIVE,0.9997509121894836
PRD06047,Laptop,Apple,MacBook Air M2,Electronics,503.17,455.6,Yes,4.2,Usability issue,e73072ac-d369-4df3-af50-f84ee59c794b,44,Female,Wardton,2024-05-14,Debit Card,No,HP,Envy 13,280,4.6,No,35,Value for money (positive),NEGATIVE,0.8492327928543091,POSITIVE,0.9998134970664978
PRD36550,Sofa Cover,Whirlpool,Whirlpool Premium Sofa Protector,Electronics,387.85,334.17,Yes,3.9,Packaging issue,333fc51e-bf49-4df0-9d80-b0aad110468e,29,Male,Rubentown,2024-02-12,Credit Card,No,Home Centre,Elastic Fit Cover,70,3.0,No,10,Packaging issue,NEGATIVE,0.9910193085670471,NEGATIVE,0.9910193085670471
PRD26281,Face Cream,L'Oreal,Age Perfect Night Cream,Beauty,30.57,24.75,Yes,4.3,Low quality,09837792-9bae-493d-95f7-a3f2376b2c18,42,Other,West Alyssa,2024-10-29,Credit Card,Yes,Olay,Regenerist,70,3.5,Yes,20,Usability issue,NEGATIVE,0.9997710585594177,NEGATIVE,0.8492327928543091
PRD04266,Smartphone,LG,LG Edge 5,Electronics,451.7,425.36,No,4.1,Satisfied customer,ebb911f5-a53d-43b4-a3aa-57924e55c773,57,Female,East Lindsay,2024-07-20,Debit Card,No,Samsung,Galaxy Z Flip5,50,3.9,No,30,Low quality,POSITIVE,0.9997509121894836,NEGATIVE,0.9997710585594177
PRD39384,Lipstick,L'Oreal,Color Riche Shine,Beauty,335.06,312.89,No,3.5,Packaging issue,81f313c9-0551-4e1f-b975-7b6d50cbf6b6,39,Female,Andersonbury,2024-09-19,Cash on Delivery,Yes,Maybelline,SuperStay Matte Ink,50,3.7,No,20,Damaged item,NEGATIVE,0.9910193085670471,NEGATIVE,0.9996194839477539
PRD13543,Curtains,Philips,Philips Thermal Curtain Set,Electronics,297.64,279.12,No,3.7,Low quality,4a60191c-e4b0-4382-827d-5cded3078a5a,40,Male,South Jamesville,2024-06-07,Credit Card,Yes,Dunelm,Crushed Velvet,60,3.2,Yes,10,Damaged item,NEGATIVE,0.9997710585594177,NEGATIVE,0.9996194839477539
PRD38804,Smartphone,Apple,iPhone 13,Electronics,303.26,286.77,No,4.1,Damaged item,f4efa439-8169-494b-85cf-95d2de811521,41,Female,South Kirkfurt,2025-02-01,Cash on Delivery,No,Samsung,Galaxy A54,280,4.7,Yes,40,Packaging issue,NEGATIVE,0.9996194839477539,NEGATIVE,0.9910193085670471
PRD04166,Jacket,Nike,Windrunner Jacket,Clothing,85.93,77.61,No,4.0,Value for money (positive),78897c38-a6cd-4c4a-b46f-25ee7ba5a589,57,Other,Lake Davidfurt,2024-03-27,Credit Card,Yes,The North Face,Resolve Jacket,50,3.7,Yes,30,Slow delivery,POSITIVE,0.9998134970664978,NEGATIVE,0.9997106194496155
PRD26064,Jacket,Levi's,Original Trucker Jacket,Clothing,384.82,345.68,Yes,3.9,Usability issue,a009f4af-9285-44c3-895c-c9ade2890597,50,Other,Smithfort,2025-01-21,Credit Card,Yes,The North Face,ThermoBall,50,3.6,Yes,30,Packaging issue,NEGATIVE,0.8492327928543091,NEGATIVE,0.9910193085670471
PRD10630,Cookware,Panasonic,Non-Stick Cookware Set,Electronics,187.17,167.51,No,4.6,Value for money (positive),358d1ceb-bd3d-40ed-887a-44dbfbbffa7a,47,Female,New Raymondton,2024-03-28,Credit Card,Yes,Philips,Viva Airfryer,60,3.3,Yes,30,Battery drains fast,POSITIVE,0.9998134970664978,NEGATIVE,0.7297149896621704
PRD37174,Smartphone,Sony,Xperia 5 V,Electronics,108.06,99.85,No,4.1,Packaging issue,c90d64a4-8f8c-4a83-8c16-af63c85881f9,51,Female,Conradton,2024-07-19,UPI,No,Huawei,P60 Pro,450,4.1,Yes,30,Value for money (positive),NEGATIVE,0.9910193085670471,POSITIVE,0.9998134970664978
PRD01957,Curtains,Whirlpool,Whirlpool Sheer Curtain Pair,Electronics,362.27,319.66,Yes,3.3,Usability issue,c9920f81-f841-4572-a6cc-630ca1473adf,55,Female,Angieborough,2024-04-26,Credit Card,Yes,Pottery Barn,Velvet Curtain,50,4.0,Yes,20,Packaging issue,NEGATIVE,0.8492327928543091,NEGATIVE,0.9910193085670471
PRD16672,Cookware,Ikea,OUMBÄRLIG Pot Set,Electronics,23.27,21.93,No,3.2,Slow delivery,a5b5d635-4674-47cb-8223-d161f7e8b209,18,Female,Melissaton,2024-05-12,Debit Card,No,Philips,Viva Airfryer,70,3.8,No,20,Usability issue,NEGATIVE,0.9997106194496155,NEGATIVE,0.8492327928543091
PRD34036,Laptop,LG,LG Gram SuperSlim,Electronics,321.29,280.34,No,4.2,Low quality,45a6af9e-be18-4b2e-96d2-df3f74f040e4,57,Female,New John,2024-11-27,Debit Card,Yes,Asus,ZenBook 14,50,3.6,Yes,10,Durable product,NEGATIVE,0.9997710585594177,POSITIVE,0.9998296499252319
PRD28417,Lamp,Philips,Hue White Ambiance Bulb,Electronics,480.99,413.96,No,3.0,Value for money (positive),0ad44b79-9ffb-4215-b49f-0ec142f5863b,29,Male,West Alexisberg,2024-03-14,Cash on Delivery,Yes,Xiaomi,Mi LED Desk Lamp 1S,70,4.0,No,30,Usability issue,POSITIVE,0.9998134970664978,NEGATIVE,0.8492327928543091
PRD01732,Lamp,Philips,Hue Go Portable Lamp,Electronics,104.78,90.04,No,3.4,Value for money (positive),ecfb1aed-4dcc-4b80-a8c3-8b6854300363,49,Male,Colleenshire,2024-03-20,UPI,No,Xiaomi,Mi Smart Lamp,60,4.7,No,30,Durable product,POSITIVE,0.9998134970664978,POSITIVE,0.9998296499252319
PRD25765,Face Cream,Dove,Dove Moisturizing Cream,Beauty,302.22,286.35,No,4.1,Satisfied customer,603c08e6-2a51-49ea-afdd-8606c476d837,47,Female,Johnfurt,2024-04-07,Cash on Delivery,No,Olay,Regenerist,130,3.7,Yes,35,Heating problem,POSITIVE,0.9997509121894836,NEGATIVE,0.9961709380149841
PRD31641,Jacket,Levi's,Type III Sherpa Trucker,Clothing,266.03,227.85,Yes,4.3,Packaging issue,2e1d468c-a004-46f5-a745-cd7e998ebbcc,36,Female,South Holly,2024-06-11,Debit Card,No,The North Face,Resolve Jacket,60,4.2,Yes,20,Packaging issue,NEGATIVE,0.9910193085670471,NEGATIVE,0.9910193085670471
PRD07782,Sofa Cover,Ikea,EKTORP Sofa Cover,Electronics,332.46,279.34,No,3.3,Low quality,bc1d3e84-edbc-40fd-b14f-c9f3f4e3c3c4,19,Male,West Steven,2024-07-14,UPI,No,H&M Home,Linen Blend Cover,70,3.5,Yes,10,Damaged item,NEGATIVE,0.9997710585594177,NEGATIVE,0.9996194839477539
PRD19962,Sofa Cover,Panasonic,HomeStyle Stretch Cover,Electronics,537.64,444.13,Yes,3.8,Heating problem,0f27aa96-07f2-4d84-af0c-391490d8ed07,56,Female,Charlesside,2024-08-21,UPI,Yes,Home Centre,Elastic Fit Cover,50,3.0,Yes,10,Low quality,NEGATIVE,0.9961709380149841,NEGATIVE,0.9997710585594177
PRD32534,Lipstick,Dove,Dove Velvet Liquid Lipcolor,Beauty,553.93,458.06,No,3.8,Durable product,2c49543f-45c2-4026-bcdf-2ddce8a42039,41,Female,New Madisonview,2024-11-09,Credit Card,Yes,Maybelline,SuperStay Matte Ink,110,4.2,Yes,35,Satisfied customer,POSITIVE,0.9998296499252319,POSITIVE,0.9997509121894836
PRD19194,Jeans,Adidas,Adidas Denim Slim,Electronics,263.99,228.85,No,4.3,Damaged item,e3573049-ec51-4681-b117-b0547c97c24d,55,Other,Benjaminmouth,2024-08-21,Credit Card,No,Diesel,D-STRUKT,90,3.4,No,40,Satisfied customer,NEGATIVE,0.9996194839477539,POSITIVE,0.9997509121894836
PRD18961,Face Cream,Nivea,Nivea Soft,Beauty,430.8,395.25,Yes,4.3,Damaged item,ad7de4a5-db2a-475b-aa1e-4d0d8b2a1056,32,Male,Burnsfort,2024-11-30,Cash on Delivery,Yes,L'Oreal,Revitalift,50,3.9,No,30,Satisfied customer,NEGATIVE,0.9996194839477539,POSITIVE,0.9997509121894836
PRD35364,Dress,Levi's,Levi's Denim Dress,Electronics,434.03,357.64,No,3.8,Heating problem,7b2b7480-c451-47d0-a0f6-e00a6905a95a,39,Male,East Ebonymouth,2024-06-17,Cash on Delivery,Yes,H&M,Linen-Blend Dress,60,3.3,Yes,10,Heating problem,NEGATIVE,0.9961709380149841,NEGATIVE,0.9961709380149841
PRD38319,Cookware,Philips,Viva Collection Airfryer,Electronics,212.11,177.91,Yes,3.4,Satisfied customer,f0a47318-1346-4c87-9da9-4369f08341af,43,Male,Port Samantha,2025-01-04,UPI,No,Tefal,Ingenio Set,70,3.9,Yes,30,Slow delivery,POSITIVE,0.9997509121894836,NEGATIVE,0.9997106194496155
PRD23752,Headphones,Apple,AirPods Max,Electronics,187.56,176.45,No,4.4,Packaging issue,c37639ab-4653-4723-a1be-e3fb99e7f8ba,32,Other,Brewermouth,2024-04-29,Credit Card,No,Sennheiser,HD 450BT,350,4.2,Yes,45,Low quality,NEGATIVE,0.9910193085670471,NEGATIVE,0.9997710585594177
PRD30259,Lamp,Philips,SHP LED Desk Lamp,Electronics,546.93,439.01,No,4.1,Damaged item,00ac66b3-4b40-4a3e-97cb-0283bd24e653,51,Male,Bryanland,2025-01-22,Credit Card,Yes,Panasonic,LED 9W Bulb,60,4.1,No,30,Damaged item,NEGATIVE,0.9996194839477539,NEGATIVE,0.9996194839477539
PRD08114,Lamp,Philips,Hue Go Portable Lamp,Electronics,399.95,322.71,Yes,3.9,Durable product,8caa40d9-37b5-4cd6-83e1-67f6f30fe365,51,Other,Port Tricia,2024-05-03,Credit Card,Yes,Xiaomi,Mi Smart Lamp,60,4.0,Yes,10,Usability issue,POSITIVE,0.9998296499252319,NEGATIVE,0.8492327928543091
PRD48563,Laptop,Samsung,Galaxy Book2,Electronics,251.95,219.04,Yes,4.1,Slow delivery,1a077490-116a-4b1a-b07c-0e74ce52f4bc,51,Male,Bryanfurt,2024-07-12,Credit Card,Yes,HP,Spectre x360,50,4.3,No,10,Battery drains fast,NEGATIVE,0.9997106194496155,NEGATIVE,0.7297149896621704
PRD10792,Shampoo,L'Oreal,Elvive Total Repair 5,Beauty,254.82,233.66,No,3.5,Damaged item,78ebc136-54fa-4b74-a3d6-3278c79ef74c,54,Female,Lake Justin,2024-12-02,Debit Card,Yes,Pantene,Pro-V,70,4.0,No,30,Low quality,NEGATIVE,0.9996194839477539,NEGATIVE,0.9997710585594177
PRD32835,Lamp,Panasonic,Panasonic LED Desk Lamp SQ-LD221,Electronics,524.33,494.22,No,4.3,Low quality,ea8cd77a-c66b-4df9-b511-12b59e40523b,33,Other,West Matthew,2024-04-29,Debit Card,No,Mi,Desk Lamp Pro,60,3.1,Yes,20,Packaging issue,NEGATIVE,0.9997710585594177,NEGATIVE,0.9910193085670471
PRD25057,Perfume,Sephora,Sephora Eau de Cologne Fresh,Beauty,244.45,221.16,No,4.2,Durable product,d911e2f1-2f91-417c-bc9a-4ca464a5a907,50,Other,Lake Valeriemouth,2024-06-12,Cash on Delivery,No,MarketBrand,Perfume Pro Series,70,4.2,No,20,Usability issue,POSITIVE,0.9998296499252319,NEGATIVE,0.8492327928543091
PRD41777,Dress,Levi's,Levi's Utility Dress,Electronics,93.85,86.72,No,3.7,Satisfied customer,23a97b46-1092-436a-bfe1-32b89ff47d53,20,Female,Port Jasonbury,2025-02-03,Cash on Delivery,No,Zara,Satin Slip Dress,60,2.9,No,10,Satisfied customer,POSITIVE,0.9997509121894836,POSITIVE,0.9997509121894836
PRD31982,Laptop,LG,LG UltraPC,Electronics,346.25,324.29,No,4.3,Battery drains fast,b89b3fe1-4cc8-45e0-8efb-f3376e87eefc,21,Male,New Glenn,2024-05-04,UPI,No,Asus,VivoBook 15,60,3.3,Yes,30,Low quality,NEGATIVE,0.7297149896621704,NEGATIVE,0.9997710585594177
PRD08195,Laptop,LG,LG Gram SuperSlim,Electronics,414.01,367.03,No,3.9,Damaged item,39ee2673-7b15-416f-bf31-6867d0d3c34f,48,Other,South Olivia,2024-07-07,UPI,No,Asus,ROG Strix G16,50,3.7,No,30,Satisfied customer,NEGATIVE,0.9996194839477539,POSITIVE,0.9997509121894836
PRD33192,Curtains,Ikea,MAJGULL Blackout,Electronics,110.77,88.66,Yes,3.7,Satisfied customer,a0b27e7e-4cbc-48cc-ab7c-2d70b741e57c,46,Female,West Micheleville,2024-02-11,Cash on Delivery,No,Home Centre,Thermal Curtains,60,3.3,Yes,20,Slow delivery,POSITIVE,0.9997509121894836,NEGATIVE,0.9997106194496155
PRD14382,Lamp,Panasonic,Panasonic LED Desk Lamp SQ-LD221,Electronics,405.41,354.65,No,4.5,Battery drains fast,0354b50a-85ad-40c1-ac5a-ce849defa8fc,27,Other,South Valerieborough,2025-01-24,Debit Card,No,Xiaomi,Mi Smart Lamp,70,4.5,No,10,Low quality,NEGATIVE,0.7297149896621704,NEGATIVE,0.9997710585594177
PRD40921,T-Shirt,Nike,Sportswear Club Tee,Clothing,244.3,201.93,Yes,4.6,Usability issue,778870a7-c0f2-416a-bfd2-c78eb1fc500f,19,Female,Port Michelle,2024-02-27,Credit Card,No,Reebok,Classic Tee,60,4.4,Yes,30,Heating problem,NEGATIVE,0.8492327928543091,NEGATIVE,0.9961709380149841
PRD07235,Lipstick,L'Oreal,Color Riche Matte,Beauty,68.04,62.82,Yes,4.0,Packaging issue,4c2a7201-ab53-400e-8a8e-9c4294e78138,42,Female,Adkinsfurt,2024-09-12,Cash on Delivery,No,Maybelline,Color Sensational,70,3.8,Yes,30,Durable product,NEGATIVE,0.9910193085670471,POSITIVE,0.9998296499252319
PRD26989,Dress,Adidas,Adidas Originals 3-Stripes Dress,Electronics,172.2,146.66,No,3.9,Durable product,dbdb0a3a-74bd-4d02-9934-af7de457e258,48,Female,East Julie,2024-09-16,Credit Card,Yes,Nike,Sportswear Dress,90,4.6,Yes,45,Heating problem,POSITIVE,0.9998296499252319,NEGATIVE,0.9961709380149841
PRD10070,Laptop,Sony,Sony Notebook X,Electronics,192.1,154.17,Yes,4.7,Value for money (positive),7826d768-4a78-4997-8647-f01ec98d8ae9,22,Female,South Susanfort,2025-01-22,Cash on Delivery,No,Asus,VivoBook 15,500,4.0,No,20,Value for money (positive),POSITIVE,0.9998134970664978,POSITIVE,0.9998134970664978
PRD32281,Smartphone,Apple,iPhone SE (3rd gen),Electronics,482.42,449.35,No,3.9,Value for money (positive),5f59886e-02b3-492a-aec9-ae44fc338552,18,Female,Lake Lindaton,2024-12-16,Cash on Delivery,Yes,Huawei,P60 Pro,350,4.5,No,45,Low quality,POSITIVE,0.9998134970664978,NEGATIVE,0.9997710585594177
PRD35075,Cookware,Panasonic,Non-Stick Cookware Set,Electronics,580.79,488.01,Yes,3.9,Usability issue,d4e50462-0c2c-4169-86eb-c7c98443dbb6,32,Male,New Garyville,2025-01-24,Debit Card,No,Philips,Viva Airfryer,50,3.9,No,20,Damaged item,NEGATIVE,0.8492327928543091,NEGATIVE,0.9996194839477539
PRD34185,Lamp,Panasonic,Panasonic LED Desk Lamp SQ-LD221,Electronics,464.4,375.89,No,4.2,Low quality,f4da1075-4b6e-4288-963b-98242a1ee5a6,26,Other,Woodport,2024-12-10,Credit Card,Yes,Mi,Desk Lamp Pro,50,3.7,Yes,10,Satisfied customer,NEGATIVE,0.9997710585594177,POSITIVE,0.9997509121894836
PRD29580,Jacket,Nike,Sportswear Club Fleece,Clothing,490.17,456.15,Yes,4.0,Low quality,c0eaa05e-2e3d-4c4b-b75b-5e36c20568fd,54,Other,Thompsonview,2024-05-08,UPI,No,Levi's,Trucker Jacket,60,4.2,Yes,20,Satisfied customer,NEGATIVE,0.9997710585594177,POSITIVE,0.9997509121894836
PRD42111,Smartwatch,Sony,Wena 3,Electronics,442.94,391.3,Yes,4.6,Usability issue,a70a248b-0940-4665-b692-eb1c06f7952e,27,Male,North Connieborough,2024-07-13,UPI,Yes,Samsung,Galaxy Watch6,500,4.3,No,30,Slow delivery,NEGATIVE,0.8492327928543091,NEGATIVE,0.9997106194496155
PRD31145,Smartwatch,LG,LG Sport Watch X,Electronics,442.78,359.91,Yes,4.3,Usability issue,99ccc87e-0d14-4eb5-9857-9434d303e072,37,Male,Amandafurt,2024-10-25,UPI,Yes,Apple,Watch Ultra,70,4.2,Yes,30,Value for money (positive),NEGATIVE,0.8492327928543091,POSITIVE,0.9998134970664978
PRD01167,Headphones,Samsung,Galaxy Buds FE,Electronics,565.98,460.92,No,4.6,Durable product,07aebe6b-1085-4abd-8024-c8230273f9d5,19,Male,East John,2024-02-27,Cash on Delivery,Yes,Sennheiser,HD 450BT,60,4.0,Yes,20,Durable product,POSITIVE,0.9998296499252319,POSITIVE,0.9998296499252319
PRD49835,Face Cream,Nivea,Nivea Creme,Beauty,258.66,241.27,Yes,4.2,Slow delivery,67f370f0-9c1c-40b6-8809-0c19ef14bfbc,38,Other,Mercadoton,2024-07-19,Credit Card,No,L'Oreal,Revitalift,70,3.7,Yes,30,Satisfied customer,NEGATIVE,0.9997106194496155,POSITIVE,0.9997509121894836
PRD35301,Face Cream,Nivea,Q10 Power,Beauty,303.53,288.62,No,4.1,Slow delivery,86d30b27-cdbb-498c-afa0-84da1938c7e5,45,Female,Davidberg,2024-07-13,Credit Card,Yes,Olay,Total Effects,70,4.2,No,10,Slow delivery,NEGATIVE,0.9997106194496155,NEGATIVE,0.9997106194496155
PRD37354,Headphones,LG,LG TONE Free FP9,Electronics,482.04,411.46,No,4.5,Battery drains fast,59e8be88-55cd-46a0-9ba3-13a35204e35f,57,Male,Smithton,2024-05-19,Cash on Delivery,Yes,Apple,AirPods Pro (2nd),70,4.2,No,30,Heating problem,NEGATIVE,0.7297149896621704,NEGATIVE,0.9961709380149841
PRD48204,Smartwatch,LG,LG Sport Watch X,Electronics,160.96,145.09,No,4.0,Battery drains fast,a3980c6e-05d9-4771-a691-880ee755eeb3,36,Male,Maureenland,2024-11-12,Cash on Delivery,No,Apple,Watch Ultra,70,4.2,No,30,Durable product,NEGATIVE,0.7297149896621704,POSITIVE,0.9998296499252319
PRD47543,Laptop,Sony,Sony Lightbook 13,Electronics,328.25,300.87,No,4.0,Durable product,d0a18379-bc04-4e0f-91c1-e9c59d102a9f,27,Male,North Laura,2024-08-24,Credit Card,Yes,Dell,Inspiron 15,500,4.1,Yes,20,Low quality,POSITIVE,0.9998296499252319,NEGATIVE,0.9997710585594177
PRD29854,Jeans,Levi's,501 Original,Electronics,235.02,189.57,Yes,3.1,Usability issue,4b82d814-10e0-4f8d-b02f-f7a862103081,60,Other,Ronaldborough,2024-04-15,Cash on Delivery,Yes,Wrangler,Greensboro,50,3.8,No,30,Damaged item,NEGATIVE,0.8492327928543091,NEGATIVE,0.9996194839477539
PRD37188,Lipstick,Nivea,Nivea Care & Color,Beauty,95.41,86.05,Yes,3.4,Satisfied customer,1c209ab1-c6f0-4f5b-8f12-5278720a9841,46,Male,Lake Kimberg,2024-08-20,Debit Card,No,Maybelline,Color Sensational,60,3.9,No,30,Low quality,POSITIVE,0.9997509121894836,NEGATIVE,0.9997710585594177
PRD32391,Headphones,LG,LG TONE Free T90,Electronics,40.21,32.69,No,4.4,Usability issue,adff1f87-9623-4145-a420-ae408e1ccc4d,58,Male,Norrisview,2024-06-29,Cash on Delivery,Yes,JBL,Live 660NC,70,3.8,No,10,Durable product,NEGATIVE,0.8492327928543091,POSITIVE,0.9998296499252319
PRD17272,Laptop,Samsung,Galaxy Chromebook 2,Electronics,567.35,471.87,Yes,4.4,Usability issue,54cf2b2e-3009-46f9-a860-778cb412174d,46,Female,Scottmouth,2024-03-10,Debit Card,No,Asus,VivoBook 15,50,3.3,No,10,Damaged item,NEGATIVE,0.8492327928543091,NEGATIVE,0.9996194839477539
