Feedback,Rating,Competitor_Rating,Competitor_Feedback,Market_Price,Competitor_Price,Rating_Diff,Feedback_Sentiment,Feedback_Score,Competitor_Sentiment,Competitor_Score
Low quality,4.5,4.4,Low quality,121.23,60,0.0999999999999996,Negative,0.7362154126167297,Negative,0.7362154126167297
Slow delivery,3.8,3.2,Packaging issue,331.34,60,0.5999999999999996,Negative,0.7610791921615601,Negative,0.49921920895576477
Low quality,4.4,4.4,Packaging issue,386.83,70,0.0,Negative,0.7362154126167297,Negative,0.49921920895576477
Low quality,3.5,4.0,Durable product,497.51,50,-0.5,Negative,0.7362154126167297,Negative,0.6017242670059204
Packaging issue,4.2,4.3,Damaged item,85.5,70,-0.0999999999999996,Negative,0.49921920895576477,Negative,0.598777174949646
Heating problem,3.8,4.3,Usability issue,293.29,90,-0.5,Negative,0.5841841697692871,Negative,0.5037590265274048
Heating problem,3.7,4.1,Durable product,433.96,60,-0.3999999999999994,Negative,0.5841841697692871,Negative,0.6017242670059204
Usability issue,4.1,4.1,Battery drains fast,442.9,50,0.0,Negative,0.5037590265274048,Negative,0.7789279818534851
Value for money (positive),3.7,4.3,Durable product,152.02,60,-0.5999999999999996,Positive,0.6127797365188599,Negative,0.6017242670059204
Low quality,3.4,4.2,Satisfied customer,170.78,70,-0.8000000000000003,Negative,0.7362154126167297,Positive,0.889923095703125
Low quality,3.9,3.6,Packaging issue,429.3,60,0.2999999999999998,Negative,0.7362154126167297,Negative,0.49921920895576477
Value for money (positive),4.2,4.1,Slow delivery,56.46,50,0.1000000000000005,Positive,0.6127797365188599,Negative,0.7610791921615601
Durable product,3.8,4.1,Satisfied customer,164.62,70,-0.2999999999999998,Negative,0.6017242670059204,Positive,0.889923095703125
Battery drains fast,4.5,4.6,Battery drains fast,49.66,350,-0.0999999999999996,Negative,0.7789279818534851,Negative,0.7789279818534851
Usability issue,3.9,3.6,Battery drains fast,441.87,50,0.2999999999999998,Negative,0.5037590265274048,Negative,0.7789279818534851
Heating problem,4.3,3.5,Usability issue,349.53,50,0.7999999999999998,Negative,0.5841841697692871,Negative,0.5037590265274048
Packaging issue,3.8,4.2,Packaging issue,489.6,50,-0.4000000000000003,Negative,0.49921920895576477,Negative,0.49921920895576477
Low quality,4.0,4.3,Low quality,256.5,50,-0.2999999999999998,Negative,0.7362154126167297,Negative,0.7362154126167297
Battery drains fast,4.1,4.5,Battery drains fast,45.17,120,-0.4000000000000003,Negative,0.7789279818534851,Negative,0.7789279818534851
Satisfied customer,3.7,4.0,Satisfied customer,19.14,130,-0.2999999999999998,Positive,0.889923095703125,Positive,0.889923095703125
Low quality,4.5,4.4,Satisfied customer,168.59,500,0.0999999999999996,Negative,0.7362154126167297,Positive,0.889923095703125
Damaged item,4.0,4.1,Satisfied customer,295.48,60,-0.0999999999999996,Negative,0.598777174949646,Positive,0.889923095703125
Low quality,3.6,3.9,Low quality,154.92,50,-0.2999999999999998,Negative,0.7362154126167297,Negative,0.7362154126167297
Low quality,3.6,4.2,Satisfied customer,571.47,70,-0.6000000000000001,Negative,0.7362154126167297,Positive,0.889923095703125
Damaged item,3.2,3.6,Durable product,61.33,60,-0.3999999999999999,Negative,0.598777174949646,Negative,0.6017242670059204
Usability issue,3.6,4.4,Low quality,548.99,50,-0.8000000000000003,Negative,0.5037590265274048,Negative,0.7362154126167297
Slow delivery,3.8,4.0,Value for money (positive),381.44,70,-0.2000000000000001,Negative,0.7610791921615601,Positive,0.6127797365188599
Low quality,3.7,3.9,Satisfied customer,105.29,120,-0.1999999999999997,Negative,0.7362154126167297,Positive,0.889923095703125
Damaged item,4.1,4.0,Slow delivery,533.56,60,0.0999999999999996,Negative,0.598777174949646,Negative,0.7610791921615601
Usability issue,3.9,4.1,Slow delivery,469.0,500,-0.1999999999999997,Negative,0.5037590265274048,Negative,0.7610791921615601
Damaged item,4.4,4.0,Low quality,155.53,70,0.4000000000000003,Negative,0.598777174949646,Negative,0.7362154126167297
Battery drains fast,3.7,3.9,Durable product,470.68,70,-0.1999999999999997,Negative,0.7789279818534851,Negative,0.6017242670059204
Battery drains fast,4.5,3.8,Value for money (positive),416.83,50,0.7000000000000002,Negative,0.7789279818534851,Positive,0.6127797365188599
Satisfied customer,4.0,3.9,Battery drains fast,20.58,110,0.1,Positive,0.889923095703125,Negative,0.7789279818534851
Packaging issue,3.3,4.0,Packaging issue,40.12,70,-0.7000000000000002,Negative,0.49921920895576477,Negative,0.49921920895576477
Low quality,3.2,4.0,Heating problem,358.77,70,-0.7999999999999998,Negative,0.7362154126167297,Negative,0.5841841697692871
Heating problem,3.9,3.3,Damaged item,31.07,70,0.6000000000000001,Negative,0.5841841697692871,Negative,0.598777174949646
Heating problem,4.5,4.1,Heating problem,173.55,70,0.4000000000000003,Negative,0.5841841697692871,Negative,0.5841841697692871
Slow delivery,4.6,2.9,Usability issue,210.88,70,1.6999999999999995,Negative,0.7610791921615601,Negative,0.5037590265274048
Heating problem,3.8,4.1,Value for money (positive),54.99,70,-0.2999999999999998,Negative,0.5841841697692871,Positive,0.6127797365188599
Usability issue,3.6,3.6,Value for money (positive),209.63,60,0.0,Negative,0.5037590265274048,Positive,0.6127797365188599
Damaged item,4.2,3.7,Usability issue,323.25,70,0.5,Negative,0.598777174949646,Negative,0.5037590265274048
Low quality,3.9,4.1,Packaging issue,385.6,110,-0.1999999999999997,Negative,0.7362154126167297,Negative,0.49921920895576477
Value for money (positive),3.7,3.6,Packaging issue,56.51,50,0.1,Positive,0.6127797365188599,Negative,0.49921920895576477
Heating problem,4.6,3.7,Durable product,133.71,50,0.8999999999999995,Negative,0.5841841697692871,Negative,0.6017242670059204
Usability issue,3.7,3.6,Satisfied customer,314.24,90,0.1,Negative,0.5037590265274048,Positive,0.889923095703125
Low quality,4.1,4.5,Value for money (positive),231.12,50,-0.4000000000000003,Negative,0.7362154126167297,Positive,0.6127797365188599
Damaged item,3.5,3.2,Durable product,235.21,60,0.2999999999999998,Negative,0.598777174949646,Negative,0.6017242670059204
Damaged item,4.1,4.3,Packaging issue,280.57,70,-0.2000000000000001,Negative,0.598777174949646,Negative,0.49921920895576477
Slow delivery,4.1,4.4,Damaged item,476.83,70,-0.3000000000000007,Negative,0.7610791921615601,Negative,0.598777174949646
Low quality,4.3,3.7,Slow delivery,268.85,70,0.5999999999999996,Negative,0.7362154126167297,Negative,0.7610791921615601
Value for money (positive),4.0,3.4,Battery drains fast,285.91,60,0.6000000000000001,Positive,0.6127797365188599,Negative,0.7789279818534851
Usability issue,4.4,3.7,Damaged item,88.02,60,0.7000000000000002,Negative,0.5037590265274048,Negative,0.598777174949646
Value for money (positive),4.1,3.0,Packaging issue,200.82,70,1.0999999999999996,Positive,0.6127797365188599,Negative,0.49921920895576477
Low quality,3.5,3.8,Satisfied customer,194.88,50,-0.2999999999999998,Negative,0.7362154126167297,Positive,0.889923095703125
Value for money (positive),4.5,4.4,Slow delivery,322.49,60,0.0999999999999996,Positive,0.6127797365188599,Negative,0.7610791921615601
Battery drains fast,4.1,4.3,Low quality,169.86,60,-0.2000000000000001,Negative,0.7789279818534851,Negative,0.7362154126167297
Value for money (positive),3.6,4.0,Low quality,138.51,60,-0.3999999999999999,Positive,0.6127797365188599,Negative,0.7362154126167297
Low quality,4.5,4.1,Low quality,388.76,90,0.4000000000000003,Negative,0.7362154126167297,Negative,0.7362154126167297
Packaging issue,4.0,4.0,Slow delivery,79.58,60,0.0,Negative,0.49921920895576477,Negative,0.7610791921615601
Satisfied customer,3.5,4.1,Durable product,161.64,70,-0.5999999999999996,Positive,0.889923095703125,Negative,0.6017242670059204
Durable product,4.7,3.9,Battery drains fast,63.38,70,0.8000000000000003,Negative,0.6017242670059204,Negative,0.7789279818534851
Damaged item,3.9,3.1,Satisfied customer,522.86,60,0.7999999999999998,Negative,0.598777174949646,Positive,0.889923095703125
Usability issue,3.8,3.8,Durable product,475.72,70,0.0,Negative,0.5037590265274048,Negative,0.6017242670059204
Damaged item,4.6,4.2,Value for money (positive),18.7,500,0.3999999999999994,Negative,0.598777174949646,Positive,0.6127797365188599
Durable product,3.9,3.8,Packaging issue,319.5,50,0.1,Negative,0.6017242670059204,Negative,0.49921920895576477
Heating problem,4.7,4.3,Satisfied customer,391.45,350,0.4000000000000003,Negative,0.5841841697692871,Positive,0.889923095703125
Satisfied customer,3.7,3.1,Damaged item,360.93,50,0.6000000000000001,Positive,0.889923095703125,Negative,0.598777174949646
Low quality,3.9,3.5,Heating problem,549.68,70,0.3999999999999999,Negative,0.7362154126167297,Negative,0.5841841697692871
Usability issue,4.0,4.0,Low quality,145.13,90,0.0,Negative,0.5037590265274048,Negative,0.7362154126167297
Heating problem,3.4,4.0,Usability issue,38.32,60,-0.6000000000000001,Negative,0.5841841697692871,Negative,0.5037590265274048
Battery drains fast,4.6,3.4,Durable product,34.92,70,1.1999999999999995,Negative,0.7789279818534851,Negative,0.6017242670059204
Durable product,3.9,3.5,Battery drains fast,563.69,70,0.3999999999999999,Negative,0.6017242670059204,Negative,0.7789279818534851
Low quality,4.4,4.2,Satisfied customer,407.93,520,0.2000000000000001,Negative,0.7362154126167297,Positive,0.889923095703125
Heating problem,3.8,4.4,Value for money (positive),366.07,70,-0.6000000000000005,Negative,0.5841841697692871,Positive,0.6127797365188599
Heating problem,4.5,3.5,Battery drains fast,205.83,50,1.0,Negative,0.5841841697692871,Negative,0.7789279818534851
Durable product,3.4,4.1,Packaging issue,515.22,50,-0.6999999999999997,Negative,0.6017242670059204,Negative,0.49921920895576477
Durable product,4.6,4.1,Satisfied customer,55.71,50,0.5,Negative,0.6017242670059204,Positive,0.889923095703125
Value for money (positive),4.7,4.3,Packaging issue,90.42,50,0.4000000000000003,Positive,0.6127797365188599,Negative,0.49921920895576477
Slow delivery,2.9,3.9,Value for money (positive),295.68,70,-1.0,Negative,0.7610791921615601,Positive,0.6127797365188599
Packaging issue,3.5,4.0,Durable product,54.77,70,-0.5,Negative,0.49921920895576477,Negative,0.6017242670059204
Heating problem,4.1,3.5,Battery drains fast,101.75,50,0.5999999999999996,Negative,0.5841841697692871,Negative,0.7789279818534851
Battery drains fast,3.8,3.3,Value for money (positive),138.75,70,0.5,Negative,0.7789279818534851,Positive,0.6127797365188599
Satisfied customer,3.7,4.1,Low quality,13.36,50,-0.3999999999999994,Positive,0.889923095703125,Negative,0.7362154126167297
Slow delivery,3.9,4.0,Battery drains fast,103.07,50,-0.1,Negative,0.7610791921615601,Negative,0.7789279818534851
Heating problem,4.7,3.6,Heating problem,164.98,70,1.1,Negative,0.5841841697692871,Negative,0.5841841697692871
Heating problem,3.8,3.1,Low quality,358.76,70,0.6999999999999997,Negative,0.5841841697692871,Negative,0.7362154126167297
Low quality,4.3,4.2,Battery drains fast,241.06,120,0.0999999999999996,Negative,0.7362154126167297,Negative,0.7789279818534851
Heating problem,3.7,4.2,Value for money (positive),566.29,70,-0.5,Negative,0.5841841697692871,Positive,0.6127797365188599
Slow delivery,4.4,4.2,Usability issue,271.35,70,0.2000000000000001,Negative,0.7610791921615601,Negative,0.5037590265274048
Slow delivery,3.7,3.4,Usability issue,399.4,60,0.3000000000000002,Negative,0.7610791921615601,Negative,0.5037590265274048
Damaged item,3.8,4.6,Heating problem,301.48,90,-0.7999999999999998,Negative,0.598777174949646,Negative,0.5841841697692871
Satisfied customer,4.7,4.1,Packaging issue,220.97,450,0.6000000000000005,Positive,0.889923095703125,Negative,0.49921920895576477
Battery drains fast,4.2,4.7,Low quality,200.28,520,-0.5,Negative,0.7789279818534851,Negative,0.7362154126167297
Satisfied customer,3.5,4.0,Usability issue,369.59,50,-0.5,Positive,0.889923095703125,Negative,0.5037590265274048
Slow delivery,3.9,3.7,Battery drains fast,303.7,70,0.1999999999999997,Negative,0.7610791921615601,Negative,0.7789279818534851
Heating problem,3.9,3.9,Battery drains fast,452.98,70,0.0,Negative,0.5841841697692871,Negative,0.7789279818534851
Usability issue,4.3,3.1,Value for money (positive),200.14,90,1.1999999999999995,Negative,0.5037590265274048,Positive,0.6127797365188599
Damaged item,4.7,4.0,Usability issue,352.35,60,0.7000000000000002,Negative,0.598777174949646,Negative,0.5037590265274048
Value for money (positive),3.0,3.3,Battery drains fast,28.74,50,-0.2999999999999998,Positive,0.6127797365188599,Negative,0.7789279818534851
Low quality,3.5,3.8,Usability issue,432.82,70,-0.2999999999999998,Negative,0.7362154126167297,Negative,0.5037590265274048
Damaged item,4.5,4.2,Packaging issue,410.37,450,0.2999999999999998,Negative,0.598777174949646,Negative,0.49921920895576477
Packaging issue,3.7,2.9,Satisfied customer,220.66,70,0.8000000000000003,Negative,0.49921920895576477,Positive,0.889923095703125
Heating problem,4.4,4.4,Battery drains fast,207.97,50,0.0,Negative,0.5841841697692871,Negative,0.7789279818534851
Satisfied customer,3.6,3.9,Durable product,462.21,50,-0.2999999999999998,Positive,0.889923095703125,Negative,0.6017242670059204
Heating problem,4.0,4.3,Durable product,315.22,70,-0.2999999999999998,Negative,0.5841841697692871,Negative,0.6017242670059204
Damaged item,4.2,3.6,Satisfied customer,426.41,60,0.6000000000000001,Negative,0.598777174949646,Positive,0.889923095703125
Damaged item,3.8,3.9,Durable product,63.95,70,-0.1,Negative,0.598777174949646,Negative,0.6017242670059204
Durable product,3.9,3.9,Durable product,416.7,400,0.0,Negative,0.6017242670059204,Negative,0.6017242670059204
Low quality,4.1,3.2,Packaging issue,138.25,60,0.8999999999999995,Negative,0.7362154126167297,Negative,0.49921920895576477
Damaged item,4.2,3.8,Value for money (positive),474.55,60,0.4000000000000003,Negative,0.598777174949646,Positive,0.6127797365188599
Satisfied customer,3.9,3.4,Packaging issue,337.31,50,0.5,Positive,0.889923095703125,Negative,0.49921920895576477
Durable product,3.6,3.0,Usability issue,423.74,60,0.6000000000000001,Negative,0.6017242670059204,Negative,0.5037590265274048
Value for money (positive),4.4,4.0,Usability issue,534.36,70,0.4000000000000003,Positive,0.6127797365188599,Negative,0.5037590265274048
Packaging issue,4.2,2.9,Damaged item,345.53,50,1.3000000000000005,Negative,0.49921920895576477,Negative,0.598777174949646
Battery drains fast,4.2,3.6,Battery drains fast,244.26,520,0.6000000000000001,Negative,0.7789279818534851,Negative,0.7789279818534851
Damaged item,4.0,4.5,Damaged item,481.39,50,-0.5,Negative,0.598777174949646,Negative,0.598777174949646
Satisfied customer,4.7,3.8,Durable product,459.08,50,0.9000000000000004,Positive,0.889923095703125,Negative,0.6017242670059204
Durable product,4.2,4.6,Low quality,233.92,70,-0.3999999999999994,Negative,0.6017242670059204,Negative,0.7362154126167297
Slow delivery,3.9,3.0,Usability issue,226.99,70,0.8999999999999999,Negative,0.7610791921615601,Negative,0.5037590265274048
Damaged item,3.5,4.5,Low quality,467.56,50,-1.0,Negative,0.598777174949646,Negative,0.7362154126167297
Satisfied customer,4.0,3.5,Low quality,174.85,70,0.5,Positive,0.889923095703125,Negative,0.7362154126167297
Battery drains fast,4.4,4.3,Damaged item,85.56,50,0.1000000000000005,Negative,0.7789279818534851,Negative,0.598777174949646
Low quality,4.3,4.3,Slow delivery,552.71,400,0.0,Negative,0.7362154126167297,Negative,0.7610791921615601
Packaging issue,4.3,4.5,Low quality,244.26,60,-0.2000000000000001,Negative,0.49921920895576477,Negative,0.7362154126167297
Heating problem,4.4,4.7,Slow delivery,56.36,60,-0.2999999999999998,Negative,0.5841841697692871,Negative,0.7610791921615601
Battery drains fast,3.7,3.8,Durable product,406.86,70,-0.0999999999999996,Negative,0.7789279818534851,Negative,0.6017242670059204
Slow delivery,4.0,4.2,Satisfied customer,291.23,70,-0.2000000000000001,Negative,0.7610791921615601,Positive,0.889923095703125
Battery drains fast,3.9,3.9,Packaging issue,397.36,70,0.0,Negative,0.7789279818534851,Negative,0.49921920895576477
Durable product,3.8,4.3,Battery drains fast,230.4,70,-0.5,Negative,0.6017242670059204,Negative,0.7789279818534851
Battery drains fast,3.3,3.5,Durable product,331.56,50,-0.2000000000000001,Negative,0.7789279818534851,Negative,0.6017242670059204
Heating problem,4.2,4.2,Battery drains fast,456.7,70,0.0,Negative,0.5841841697692871,Negative,0.7789279818534851
Usability issue,4.0,4.4,Heating problem,172.75,50,-0.4000000000000003,Negative,0.5037590265274048,Negative,0.5841841697692871
Durable product,4.3,4.5,Damaged item,77.0,60,-0.2000000000000001,Negative,0.6017242670059204,Negative,0.598777174949646
Low quality,3.8,4.2,Heating problem,68.45,450,-0.4000000000000003,Negative,0.7362154126167297,Negative,0.5841841697692871
Satisfied customer,3.3,3.8,Slow delivery,36.85,50,-0.5,Positive,0.889923095703125,Negative,0.7610791921615601
Slow delivery,4.1,3.5,Slow delivery,295.49,70,0.5999999999999996,Negative,0.7610791921615601,Negative,0.7610791921615601
Battery drains fast,4.2,4.4,Damaged item,336.47,70,-0.2000000000000001,Negative,0.7789279818534851,Negative,0.598777174949646
Packaging issue,4.0,3.3,Satisfied customer,211.38,60,0.7000000000000002,Negative,0.49921920895576477,Positive,0.889923095703125
Usability issue,4.2,3.6,Durable product,601.8,50,0.6000000000000001,Negative,0.5037590265274048,Negative,0.6017242670059204
Battery drains fast,3.9,3.1,Usability issue,129.16,50,0.7999999999999998,Negative,0.7789279818534851,Negative,0.5037590265274048
Satisfied customer,4.4,3.6,Damaged item,562.53,70,0.8000000000000003,Positive,0.889923095703125,Negative,0.598777174949646
Damaged item,4.4,3.9,Slow delivery,319.79,50,0.5000000000000004,Negative,0.598777174949646,Negative,0.7610791921615601
Value for money (positive),3.9,3.8,Damaged item,510.03,60,0.1,Positive,0.6127797365188599,Negative,0.598777174949646
Satisfied customer,3.9,3.6,Low quality,23.09,50,0.2999999999999998,Positive,0.889923095703125,Negative,0.7362154126167297
Low quality,3.5,4.4,Usability issue,489.39,70,-0.9000000000000004,Negative,0.7362154126167297,Negative,0.5037590265274048
Packaging issue,4.5,3.7,Usability issue,244.19,70,0.7999999999999998,Negative,0.49921920895576477,Negative,0.5037590265274048
Satisfied customer,4.2,4.2,Heating problem,303.83,50,0.0,Positive,0.889923095703125,Negative,0.5841841697692871
Satisfied customer,4.0,4.4,Battery drains fast,448.87,130,-0.4000000000000003,Positive,0.889923095703125,Negative,0.7789279818534851
Value for money (positive),4.5,4.4,Satisfied customer,181.17,60,0.0999999999999996,Positive,0.6127797365188599,Positive,0.889923095703125
Low quality,4.2,3.7,Usability issue,24.23,70,0.5,Negative,0.7362154126167297,Negative,0.5037590265274048
Durable product,3.9,3.0,Slow delivery,380.76,60,0.8999999999999999,Negative,0.6017242670059204,Negative,0.7610791921615601
Battery drains fast,3.0,4.6,Satisfied customer,71.19,60,-1.5999999999999996,Negative,0.7789279818534851,Positive,0.889923095703125
Value for money (positive),4.3,3.6,Durable product,109.93,70,0.6999999999999997,Positive,0.6127797365188599,Negative,0.6017242670059204
Usability issue,4.6,4.1,Low quality,528.08,60,0.5,Negative,0.5037590265274048,Negative,0.7362154126167297
Damaged item,3.8,2.9,Value for money (positive),220.55,50,0.8999999999999999,Negative,0.598777174949646,Positive,0.6127797365188599
Value for money (positive),3.9,3.4,Heating problem,327.89,60,0.5,Positive,0.6127797365188599,Negative,0.5841841697692871
Value for money (positive),4.1,3.7,Low quality,76.35,50,0.3999999999999994,Positive,0.6127797365188599,Negative,0.7362154126167297
Damaged item,4.2,3.5,Slow delivery,458.64,60,0.7000000000000002,Negative,0.598777174949646,Negative,0.7610791921615601
Durable product,4.4,3.5,Durable product,68.7,130,0.9000000000000004,Negative,0.6017242670059204,Negative,0.6017242670059204
Slow delivery,3.8,3.2,Usability issue,226.3,60,0.5999999999999996,Negative,0.7610791921615601,Negative,0.5037590265274048
Satisfied customer,3.5,3.7,Usability issue,571.22,70,-0.2000000000000001,Positive,0.889923095703125,Negative,0.5037590265274048
Durable product,4.6,3.5,Packaging issue,438.64,50,1.0999999999999996,Negative,0.6017242670059204,Negative,0.49921920895576477
Damaged item,3.8,3.6,Slow delivery,61.86,60,0.1999999999999997,Negative,0.598777174949646,Negative,0.7610791921615601
Damaged item,3.0,3.0,Value for money (positive),559.33,70,0.0,Negative,0.598777174949646,Positive,0.6127797365188599
Slow delivery,3.7,4.5,Value for money (positive),129.66,50,-0.7999999999999998,Negative,0.7610791921615601,Positive,0.6127797365188599
Satisfied customer,3.6,3.1,Usability issue,449.49,60,0.5,Positive,0.889923095703125,Negative,0.5037590265274048
Low quality,3.6,3.8,Durable product,365.42,60,-0.1999999999999997,Negative,0.7362154126167297,Negative,0.6017242670059204
Low quality,3.4,3.3,Satisfied customer,46.85,60,0.1,Negative,0.7362154126167297,Positive,0.889923095703125
Usability issue,3.8,4.6,Packaging issue,369.14,500,-0.7999999999999998,Negative,0.5037590265274048,Negative,0.49921920895576477
Heating problem,3.7,4.0,Battery drains fast,235.63,120,-0.2999999999999998,Negative,0.5841841697692871,Negative,0.7789279818534851
Slow delivery,3.9,4.6,Satisfied customer,391.68,80,-0.6999999999999997,Negative,0.7610791921615601,Positive,0.889923095703125
Durable product,4.3,3.6,Value for money (positive),242.51,70,0.6999999999999997,Negative,0.6017242670059204,Positive,0.6127797365188599
Battery drains fast,4.3,3.7,Packaging issue,442.52,60,0.5999999999999996,Negative,0.7789279818534851,Negative,0.49921920895576477
Low quality,4.6,4.0,Heating problem,583.22,520,0.5999999999999996,Negative,0.7362154126167297,Negative,0.5841841697692871
Durable product,3.7,4.2,Heating problem,230.68,70,-0.5,Negative,0.6017242670059204,Negative,0.5841841697692871
Satisfied customer,3.5,3.5,Durable product,603.75,70,0.0,Positive,0.889923095703125,Negative,0.6017242670059204
Damaged item,3.8,4.1,Battery drains fast,335.98,70,-0.2999999999999998,Negative,0.598777174949646,Negative,0.7789279818534851
Damaged item,3.9,4.5,Damaged item,154.09,70,-0.6000000000000001,Negative,0.598777174949646,Negative,0.598777174949646
Battery drains fast,3.5,3.5,Durable product,471.06,120,0.0,Negative,0.7789279818534851,Negative,0.6017242670059204
Usability issue,3.7,3.2,Slow delivery,538.9,50,0.5,Negative,0.5037590265274048,Negative,0.7610791921615601
Satisfied customer,3.9,3.8,Slow delivery,444.7,50,0.1,Positive,0.889923095703125,Negative,0.7610791921615601
Slow delivery,4.6,3.7,Satisfied customer,101.13,400,0.8999999999999995,Negative,0.7610791921615601,Positive,0.889923095703125
Slow delivery,3.6,3.8,Slow delivery,603.68,90,-0.1999999999999997,Negative,0.7610791921615601,Negative,0.7610791921615601
Heating problem,4.4,4.3,Low quality,386.57,70,0.1000000000000005,Negative,0.5841841697692871,Negative,0.7362154126167297
Slow delivery,3.3,3.6,Heating problem,52.67,50,-0.3000000000000002,Negative,0.7610791921615601,Negative,0.5841841697692871
Usability issue,3.6,3.0,Packaging issue,294.72,70,0.6000000000000001,Negative,0.5037590265274048,Negative,0.49921920895576477
Damaged item,4.2,4.2,Value for money (positive),551.87,50,0.0,Negative,0.598777174949646,Positive,0.6127797365188599
Usability issue,3.5,3.9,Satisfied customer,356.69,50,-0.3999999999999999,Negative,0.5037590265274048,Positive,0.889923095703125
Value for money (positive),4.6,4.3,Packaging issue,487.93,60,0.2999999999999998,Positive,0.6127797365188599,Negative,0.49921920895576477
Low quality,3.6,4.5,Damaged item,187.32,50,-0.8999999999999999,Negative,0.7362154126167297,Negative,0.598777174949646
Satisfied customer,4.3,3.9,Usability issue,387.08,70,0.3999999999999999,Positive,0.889923095703125,Negative,0.5037590265274048
Value for money (positive),4.5,3.9,Low quality,278.86,60,0.6000000000000001,Positive,0.6127797365188599,Negative,0.7362154126167297
Packaging issue,3.6,3.6,Durable product,256.46,110,0.0,Negative,0.49921920895576477,Negative,0.6017242670059204
Heating problem,3.8,3.2,Damaged item,361.11,70,0.5999999999999996,Negative,0.5841841697692871,Negative,0.598777174949646
Usability issue,3.7,2.9,Durable product,407.97,70,0.8000000000000003,Negative,0.5037590265274048,Negative,0.6017242670059204
Durable product,3.9,4.1,Packaging issue,342.24,70,-0.1999999999999997,Negative,0.6017242670059204,Negative,0.49921920895576477
Battery drains fast,4.1,4.3,Durable product,416.53,60,-0.2000000000000001,Negative,0.7789279818534851,Negative,0.6017242670059204
Heating problem,4.1,3.7,Slow delivery,322.3,60,0.3999999999999994,Negative,0.5841841697692871,Negative,0.7610791921615601
Satisfied customer,3.9,4.4,Satisfied customer,497.7,50,-0.5000000000000004,Positive,0.889923095703125,Positive,0.889923095703125
Low quality,4.1,3.5,Durable product,546.22,70,0.5999999999999996,Negative,0.7362154126167297,Negative,0.6017242670059204
Damaged item,4.2,3.9,Usability issue,427.88,70,0.3000000000000002,Negative,0.598777174949646,Negative,0.5037590265274048
Usability issue,4.4,4.0,Battery drains fast,60.93,60,0.4000000000000003,Negative,0.5037590265274048,Negative,0.7789279818534851
Slow delivery,4.5,3.9,Damaged item,75.51,60,0.6000000000000001,Negative,0.7610791921615601,Negative,0.598777174949646
Value for money (positive),4.4,4.0,Damaged item,298.55,350,0.4000000000000003,Positive,0.6127797365188599,Negative,0.598777174949646
Slow delivery,3.2,3.9,Slow delivery,103.64,50,-0.6999999999999997,Negative,0.7610791921615601,Negative,0.7610791921615601
Slow delivery,3.4,3.9,Damaged item,318.5,50,-0.5,Negative,0.7610791921615601,Negative,0.598777174949646
Slow delivery,4.3,4.4,Damaged item,445.83,520,-0.1000000000000005,Negative,0.7610791921615601,Negative,0.598777174949646
Value for money (positive),3.1,4.3,Slow delivery,526.17,70,-1.1999999999999995,Positive,0.6127797365188599,Negative,0.7610791921615601
Battery drains fast,4.1,3.9,Packaging issue,138.92,130,0.1999999999999997,Negative,0.7789279818534851,Negative,0.49921920895576477
Packaging issue,3.7,3.1,Heating problem,99.15,70,0.6000000000000001,Negative,0.49921920895576477,Negative,0.5841841697692871
Usability issue,4.1,3.4,Low quality,264.96,70,0.6999999999999997,Negative,0.5037590265274048,Negative,0.7362154126167297
Low quality,4.2,4.5,Heating problem,238.73,60,-0.2999999999999998,Negative,0.7362154126167297,Negative,0.5841841697692871
Damaged item,4.5,4.4,Slow delivery,217.54,50,0.0999999999999996,Negative,0.598777174949646,Negative,0.7610791921615601
Damaged item,4.0,3.8,Heating problem,164.31,110,0.2000000000000001,Negative,0.598777174949646,Negative,0.5841841697692871
Low quality,4.3,3.0,Damaged item,505.85,50,1.2999999999999998,Negative,0.7362154126167297,Negative,0.598777174949646
Battery drains fast,4.6,4.2,Value for money (positive),135.31,50,0.3999999999999994,Negative,0.7789279818534851,Positive,0.6127797365188599
Satisfied customer,4.4,4.2,Packaging issue,131.45,110,0.2000000000000001,Positive,0.889923095703125,Negative,0.49921920895576477
Damaged item,3.8,3.3,Durable product,86.87,70,0.5,Negative,0.598777174949646,Negative,0.6017242670059204
Durable product,4.2,3.8,Heating problem,403.79,70,0.4000000000000003,Negative,0.6017242670059204,Negative,0.5841841697692871
Packaging issue,3.8,4.1,Satisfied customer,409.32,70,-0.2999999999999998,Negative,0.49921920895576477,Positive,0.889923095703125
Heating problem,3.9,4.1,Value for money (positive),596.2,60,-0.1999999999999997,Negative,0.5841841697692871,Positive,0.6127797365188599
Usability issue,4.3,4.3,Low quality,293.25,70,0.0,Negative,0.5037590265274048,Negative,0.7362154126167297
Slow delivery,4.1,4.0,Packaging issue,17.92,70,0.0999999999999996,Negative,0.7610791921615601,Negative,0.49921920895576477
Usability issue,4.5,3.7,Value for money (positive),23.94,70,0.7999999999999998,Negative,0.5037590265274048,Positive,0.6127797365188599
Low quality,4.2,3.5,Value for money (positive),346.38,400,0.7000000000000002,Negative,0.7362154126167297,Positive,0.6127797365188599
Value for money (positive),4.1,3.1,Heating problem,253.83,60,0.9999999999999996,Positive,0.6127797365188599,Negative,0.5841841697692871
Value for money (positive),4.2,4.1,Damaged item,74.59,50,0.1000000000000005,Positive,0.6127797365188599,Negative,0.598777174949646
