Product_ID,Product_Name,Brand,Model,Category,Market_Price,Purchase_Amount,Discount_Applied,Rating,Feedback,Customer_ID,Age,Gender,City,Purchase_Date,Payment_Method,Repeat_Customer,Competitor_Name,Competitor_Model,Competitor_Price,Competitor_Rating,Promotion_Competitor,Market_Share,Competitor_Feedback,Name_Brand_Model_Match,Category_Match,Fixed_Category
PRD17578,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Beauty,26.32,19.15,Yes,3.7,Low quality,42d561e4-ad08-47eb-9e47-7245bba75fff,49,Female,West Andrew,2025-07-29,Credit Card,Yes,Mi,Bedside Lamp 2,50,3.0,No,10,Durable product,True,False,Beauty
PRD06073,Jacket,Lee,Sportswear Club Fleece,Electronics,21.34,17.19,Yes,4.3,Packaging issue,0c94e66f-a4c5-46c9-bd53-4f9ee1522724,25,Female,Deniseton,2024-04-27,Credit Card,Yes,Levi's,Sherpa Trucker,70,3.5,No,20,Packaging issue,True,False,Clothing
PRD34381,Lamp,Panasonic,Panasonic LED 9W,Electronics,28.16,24.4,Yes,4.5,Value for money (positive),760db392-df0d-4116-b1cc-c362481c9cf0,57,Male,East Robert,2024-10-19,Credit Card,Yes,Xiaomi,Mi Smart Lamp,60,4.0,No,10,Packaging issue,True,False,Electronics
PRD28997,Headphones,Samsung,Galaxy Buds2 Pro,Clothing,503.49,503.49,No,4.3,Value for money (positive),b64c4eb8-1807-4604-84b3-838d16c9e4cb,21,Female,Hallbury,2023-07-10,Debit Card,Yes,Sony,WF-1000XM4,70,4.4,No,30,Damaged item,False,False,Electronics
PRD16135,Smartwatch,Apple,Apple Watch Ultra,Electronics,227.95,227.95,No,4.6,Durable product,be201aa5-e8b7-43e7-9776-4984ea00a1c3,23,Female,New Allison,2024-12-08,Cash on Delivery,No,Garmin,Fenix 7,400,3.4,No,45,Battery drains fast,True,True,Electronics
PRD34309,T-Shirt,Levi's,Classic Logo Tee,Clothing,314.97,255.02,Yes,4.3,Damaged item,5d6e33ce-10f0-4112-8f03-c9157b163acb,27,Male,Taylormouth,2022-11-09,Debit Card,No,Under Armour,Tech Tee,50,3.5,No,20,Low quality,False,True,Clothing
PRD07338,Shampoo,Head & Shoulders,Hair Fall Rescue,Beauty,480.0,376.15,Yes,4.2,Slow delivery,477b2575-236e-4cf2-9858-4cf93f17cc21,41,Male,New Henry,2025-05-03,Debit Card,No,L'Oreal,Elvive,130,4.1,No,35,Damaged item,False,True,Beauty
PRD22972,Face Cream,Sephora,Sephora All Day Hydrator,Beauty,118.96,118.96,No,3.6,Satisfied customer,eb734284-e139-44c5-9fc6-a96dfd2ab078,49,Female,Kyletown,2023-01-06,Debit Card,Yes,Garnier,Bright Complete,70,4.4,No,10,Low quality,True,True,Beauty
PRD37308,Shampoo,Sephora,Sephora Anti-Dandruff Care,Beauty,570.48,570.48,No,3.8,Low quality,82415c25-2126-47d3-853e-459b80c15604,20,Female,Pinedachester,2024-01-28,Debit Card,No,L'Oreal,Elvive,60,4.0,No,10,Packaging issue,True,True,Beauty
PRD44972,Dress,Adidas,Adidas Originals 3-Stripes Dress,Electronics,384.66,287.78,Yes,4.5,Durable product,30c70763-38b5-466a-954b-428616e6fb4f,37,Male,Larsonside,2024-02-12,Debit Card,No,Mango,Wrap Midi Dress,80,3.4,Yes,40,Low quality,True,False,Clothing
PRD23623,Smartphone,Apple,Xperia 1 V,Electronics,394.64,334.49,Yes,3.9,Value for money (positive),08a0efba-41a8-42f5-b0d7-18c70f9bb52e,54,Male,New Matthew,2025-05-19,Cash on Delivery,Yes,Google,Pixel 7 Pro,450,4.1,No,30,Usability issue,False,True,Electronics
PRD41400,Smartwatch,LG,LG Health Watch Pro,Electronics,113.51,113.51,No,4.4,Value for money (positive),abbbe621-804b-44fd-8e08-f0af062dcffb,33,Male,Lake Heather,2023-12-17,Debit Card,No,Amazfit,Bip 3 Pro,70,3.6,Yes,10,Slow delivery,True,True,Electronics
PRD00658,Curtains,Ikea,HILJA Sheer,Electronics,12.67,12.67,No,4.1,Damaged item,28e7febb-4df7-4545-9fea-5f509af8adab,21,Male,Wangfort,2024-01-12,Cash on Delivery,No,Target,Room Darkening,70,3.0,Yes,30,Low quality,False,True,Electronics
PRD35038,Cookware,Dove,Daily Collection Kettle,Beauty,28.68,28.68,No,3.3,Low quality,83005e27-e6d5-4b41-b34c-b82c9b00d8d4,55,Male,New Levi,2023-08-12,Credit Card,Yes,Prestige,Omega Deluxe,60,3.9,No,30,Slow delivery,False,False,Beauty
PRD44828,Face Cream,Nivea,Nivea Soft,Beauty,280.61,228.48,Yes,4.1,Damaged item,275131ab-a3e4-48c0-b533-63ebc2be1854,29,Male,South Kimberlyshire,2024-09-30,Cash on Delivery,Yes,Garnier,Bright Complete,60,3.6,Yes,20,Battery drains fast,True,True,Beauty
PRD28058,Smartwatch,Garmin,Wena 3,Electronics,48.63,45.79,Yes,3.9,Usability issue,3be8a414-a75a-4121-a619-7901bc5f9be1,41,Female,West Ethan,2024-05-25,Debit Card,No,Apple,Watch Ultra,450,4.0,Yes,30,Value for money (positive),False,True,Electronics
PRD21872,Dress,Puma,Puma Classics Dress,Electronics,592.09,592.09,No,3.8,Slow delivery,d8631385-d14a-4b15-abf3-8fb2cb035729,30,Female,South Martha,2024-08-27,Credit Card,Yes,Adidas,Sportswear Dress,50,4.2,No,20,Packaging issue,True,False,Clothing
PRD07028,Dress,Adidas,Adidas Sportswear Dress,Electronics,378.33,378.33,No,4.0,Slow delivery,24ec6af0-923f-452e-a7fa-8fe14a58b30c,32,Female,West Pamelaville,2025-05-03,Debit Card,No,Mango,Ruffled Dress,70,3.7,Yes,42,Durable product,True,False,Clothing
PRD30813,Dress,Nike,Nike Sportswear Dress,Clothing,606.28,606.28,No,3.6,Value for money (positive),610f50d8-85b4-41f7-9ab1-9f8c6d7f0486,34,Male,Amyview,2025-03-28,Debit Card,Yes,Mango,Wrap Midi Dress,70,3.1,No,20,Value for money (positive),True,True,Clothing
PRD35602,Sofa Cover,Philips,Philips Premium Sofa Protector,Electronics,172.67,172.67,No,3.7,Durable product,94e9365e-37b0-454e-8229-79bfe4f3f958,55,Female,Banksport,2023-10-05,Cash on Delivery,No,Wayfair Basics,Stretch Sofa Protector,50,4.2,No,20,Low quality,True,False,Home
PRD45054,Sofa Cover,Philips,Philips Premium Sofa Protector,Electronics,183.37,183.37,No,3.3,Battery drains fast,09432fb6-f79d-4c45-993d-d8f9a923da9e,47,Female,Joshuaside,2023-10-17,Credit Card,No,H&M Home,Linen Blend Cover,60,3.8,No,20,Packaging issue,True,False,Home
PRD03900,Sofa Cover,Whirlpool,Whirlpool Premium Sofa Protector,Electronics,463.34,429.31,Yes,3.5,Damaged item,e36d408e-3f3b-4533-a337-4c1988000406,42,Male,Gregorystad,2025-06-02,Cash on Delivery,No,SureFit,Stretch Sofa Cover,60,3.6,Yes,10,Packaging issue,True,False,Home
PRD15626,Dress,Levi's,Levi's Denim Dress,Electronics,372.81,270.93,Yes,3.8,Usability issue,d260b2ac-a582-46d5-9bd1-23bab630cff1,44,Male,West Matthew,2024-06-13,Credit Card,No,Mango,Wrap Midi Dress,50,4.1,Yes,20,Usability issue,True,False,Clothing
PRD10285,T-Shirt,Nike,Pro Dri-FIT Tee,Clothing,434.86,434.86,No,3.7,Battery drains fast,6c7637b3-78f3-4df3-b115-5128e0adf665,55,Male,Stephensville,2024-11-02,Credit Card,Yes,Reebok,Workout Ready Tee,70,4.0,No,20,Packaging issue,False,True,Clothing
PRD18720,Cookware,Whirlpool,Whirlpool Non-Stick Set,Electronics,16.2,16.2,No,3.6,Heating problem,6e612776-3b9d-4dc2-958a-e4dd0cd03033,30,Male,Tinachester,2023-08-19,Cash on Delivery,No,Wonderchef,Caesar Fry Pan,50,3.1,Yes,30,Battery drains fast,True,False,Electronics
PRD14949,Laptop,Acer,MacBook Pro 14,Electronics,358.73,358.73,No,4.0,Usability issue,7a507d3a-0fb9-4af6-821d-9072c8352a7b,27,Male,Smithchester,2023-11-26,Debit Card,Yes,Asus,ROG Strix G16,350,4.0,No,40,Heating problem,False,True,Electronics
PRD31304,Jacket,Levi's,Type III Sherpa Trucker,Clothing,16.15,12.02,Yes,4.3,Packaging issue,920ee5e0-6aef-481c-8948-25b6acf46162,26,Male,South Austinberg,2023-11-28,Debit Card,Yes,Puma,PWRWarm Jacket,50,4.3,No,20,Low quality,False,True,Clothing
PRD06543,Jeans,Puma,501 Original,Electronics,361.84,285.73,Yes,3.3,Battery drains fast,c2156f34-701a-44a4-bf75-ecadc4c83427,51,Female,Port Jenniferhaven,2023-12-10,Cash on Delivery,Yes,Tommy Jeans,Scanton,70,3.5,No,30,Satisfied customer,False,False,Clothing
PRD05877,Dress,Levi's,Levi's Utility Dress,Electronics,111.27,111.27,No,4.1,Damaged item,1901b078-c13b-41ca-aeef-4468755d5055,20,Male,South Vincent,2024-01-12,Cash on Delivery,Yes,Nike,Tech Fleece Dress,60,3.6,No,10,Slow delivery,True,False,Clothing
PRD15603,Curtains,Whirlpool,Whirlpool Thermal Curtain Set,Beauty,514.76,514.76,No,3.9,Value for money (positive),1c106913-ed6e-48fc-9d8c-65c723fb4b3d,56,Female,Port Donaldshire,2024-08-05,Debit Card,Yes,Target,Sheer Voile,70,3.7,No,10,Satisfied customer,True,False,Electronics
PRD36360,Headphones,Nokia,WH-1000XM5,Electronics,378.93,265.52,Yes,3.9,Durable product,ad71a4ba-aa32-413e-b090-5ff650270f36,22,Male,New Michael,2023-04-18,Cash on Delivery,Yes,Apple,AirPods Max,450,4.1,No,25,Packaging issue,False,True,Electronics
PRD00730,Smartphone,Apple,iPhone 13,Electronics,97.45,86.2,Yes,4.6,Damaged item,0ef92665-66bf-437d-8010-8bc9705f9dc8,19,Female,Carrietown,2025-01-05,Debit Card,Yes,Samsung,Galaxy S23,350,3.9,Yes,35,Satisfied customer,False,True,Electronics
PRD45883,Perfume,Dove,Purely Pampering Body Mist,Beauty,189.39,143.63,Yes,4.5,Satisfied customer,a54fbb31-344e-49ee-b5ac-fbb57433d156,51,Female,New James,2023-01-18,Debit Card,Yes,MarketBrand,Perfume Pro Series,110,3.8,No,35,Satisfied customer,False,True,Beauty
PRD06216,Curtains,Whirlpool,Whirlpool Sheer Curtain Pair,Electronics,323.69,258.06,Yes,3.3,Packaging issue,acbe86a8-d4ce-4af0-9000-f442984dd7f2,35,Female,Port Kennethburgh,2023-05-11,Credit Card,No,Target,Room Darkening,60,3.1,Yes,20,Durable product,True,True,Electronics
PRD17299,Headphones,Samsung,Galaxy Buds2 Pro,Electronics,482.74,437.85,Yes,4.2,Low quality,4fdb3a8c-e7e5-4413-be12-e2381d32ff5a,48,Male,Davidborough,2023-05-29,Debit Card,No,Apple,AirPods Max,60,4.3,No,10,Value for money (positive),False,True,Electronics
PRD01842,Curtains,IKEA,VIDGA Panel Curtains,Electronics,115.63,115.63,No,3.1,Usability issue,04840fcb-595e-4f73-b0ce-fc27596e8933,47,Female,Moniqueberg,2024-01-24,Cash on Delivery,Yes,Dunelm,Blackout Eyelet,50,3.5,Yes,30,Packaging issue,True,True,Electronics
PRD02387,Shampoo,Sephora,Sephora Anti-Dandruff Care,Beauty,508.28,377.67,Yes,3.7,Packaging issue,760b617f-fe33-4e9a-b859-9528abfb04bd,52,Female,Ashleyside,2023-08-15,Credit Card,No,Tresemme,Botanique,70,3.5,Yes,20,Heating problem,True,True,Beauty
PRD22115,Face Cream,Dove,Dove DermaSeries Cream,Beauty,372.46,344.47,Yes,4.0,Battery drains fast,ef737085-0931-4fe2-9529-861cef4b423f,39,Male,Rebeccaton,2023-10-07,Debit Card,No,Garnier,Bright Complete,120,3.8,Yes,35,Slow delivery,True,True,Beauty
PRD38366,Face Cream,Dove,Dove DermaSeries Cream,Beauty,387.47,387.47,No,4.4,Battery drains fast,185a73df-08b4-4fda-8f43-d191916780b1,36,Male,Lake Jamieview,2023-12-06,Credit Card,No,Olay,Total Effects,130,3.9,Yes,30,Damaged item,True,True,Beauty
PRD46720,Jeans,Adidas,Adidas Denim Tapered,Electronics,569.71,468.77,Yes,4.2,Satisfied customer,b3f5e2c1-c7ae-4696-beef-210bf4026ecb,50,Female,Melaniemouth,2024-12-24,Debit Card,No,Wrangler,Greensboro,70,3.6,No,45,Low quality,True,False,Clothing
PRD23013,Dress,Nike,Nike Tech Fleece Dress,Electronics,80.08,80.08,No,4.4,Damaged item,6dafaf70-30e7-4ec8-8fb0-c652f3a12ee7,27,Female,Richardborough,2023-06-01,Debit Card,No,H&M,Linen-Blend Dress,70,3.4,No,20,Usability issue,True,False,Clothing
PRD49828,Smartwatch,LG,LG Health Watch Pro,Electronics,487.27,487.27,No,4.1,Value for money (positive),9ae4febf-d784-4790-83f1-14076ce972ee,43,Male,New Jamesshire,2024-07-10,Debit Card,Yes,Fitbit,Versa 4,60,3.4,Yes,30,Packaging issue,True,True,Electronics
PRD15680,Jeans,Adidas,Adidas Denim Slim,Electronics,360.81,360.81,No,4.3,Durable product,034f4b62-2dc9-4c22-876c-b9fdaa1925cd,42,Male,Port Daveland,2024-11-26,Cash on Delivery,Yes,Lee,Daren,70,4.1,No,40,Durable product,True,False,Clothing
PRD06263,Dress,Adidas,Adidas Originals 3-Stripes Dress,Beauty,332.34,332.34,No,3.6,Low quality,d0bbed8b-0e8f-4eaa-9bae-42eebb161eeb,33,Female,Jenniferville,2023-05-14,Cash on Delivery,Yes,H&M,Linen-Blend Dress,90,4.2,No,45,Low quality,True,False,Clothing
PRD45135,Lipstick,Dove,Dove Velvet Liquid Lipcolor,Beauty,136.75,128.54,Yes,4.3,Battery drains fast,f022aa75-2cc0-45de-994e-890cba1e33c2,37,Female,West Joanna,2024-09-26,Debit Card,Yes,Revlon,Super Lustrous,130,3.4,Yes,35,Value for money (positive),True,False,Beauty
PRD24224,Perfume,Dove,Go Fresh Body Spray,Beauty,400.13,318.23,Yes,3.6,Value for money (positive),51a47783-9831-4840-977b-92b3e0a06672,33,Female,Allisonton,2022-10-08,Credit Card,No,MarketBrand,Perfume Pro Series,130,4.2,No,35,Durable product,False,True,Beauty
PRD14633,Smartphone,Samsung,Xperia 1 V,Electronics,395.62,299.35,Yes,4.5,Battery drains fast,0c0e9643-3089-4938-862c-cd883c91cab9,59,Female,South Amanda,2022-09-29,Cash on Delivery,Yes,Nokia,Galaxy S23,450,4.5,No,25,Durable product,False,True,Electronics
PRD17781,Headphones,Nokia,WH-1000XM5,Electronics,205.68,205.68,No,3.8,Slow delivery,cc4bc705-4111-416d-a98f-4c7999358b8b,26,Female,Ballardland,2022-12-06,Debit Card,Yes,Philips,SHP9500,500,4.2,No,20,Satisfied customer,False,True,Electronics
PRD23550,Cookware,Whirlpool,Whirlpool Non-Stick Set,Clothing,508.11,508.11,No,3.7,Usability issue,6a647908-0f01-43e4-b105-b12f49ae396e,27,Female,West Brian,2022-09-14,Credit Card,Yes,Hawkins,Contura,70,4.0,No,30,Slow delivery,True,False,Clothing
PRD01459,Smartphone,Oppo,iPhone 14,Beauty,176.75,176.75,No,4.6,Battery drains fast,ea9ba854-2b5e-49ac-9759-206c5aac1f0a,49,Female,North Brittanyside,2025-03-20,Cash on Delivery,Yes,Xiaomi,Poco F5,400,4.0,No,40,Damaged item,False,False,Electronics
PRD42297,Headphones,Apple,AirPods Max,Electronics,196.04,196.04,No,4.2,Low quality,aa53e166-b348-4736-b243-aad402150fee,18,Male,Lindsaymouth,2025-04-08,Debit Card,No,Sennheiser,Momentum 4,400,4.1,No,45,Satisfied customer,False,True,Electronics
PRD04846,Perfume,L'Oreal,L'Oreal Eau de Parfum Classic,Beauty,202.62,160.75,Yes,4.1,Slow delivery,afca7f68-8693-48c5-a483-ebbb865a26fa,54,Male,Rodriguezville,2024-03-02,Debit Card,No,MarketBrand,Perfume Pro Series,50,4.5,Yes,10,Damaged item,True,True,Beauty
PRD38153,Sofa Cover,Philips,Philips Premium Sofa Protector,Electronics,90.48,67.78,Yes,3.8,Low quality,61d3dbb1-829f-4863-a702-2c765ac4d942,56,Male,East Rickymouth,2024-12-09,Credit Card,Yes,SureFit,Deluxe Sofa Slipcover,50,3.6,Yes,10,Heating problem,True,False,Home
PRD40437,Smartphone,Ge,iPhone SE (3rd gen),Electronics,47.19,47.19,No,4.6,Durable product,8b46245f-0480-4c7b-a8d2-b9a444454273,58,Female,Burchberg,2023-01-16,Debit Card,No,Samsung,Galaxy Z Flip5,400,4.1,No,45,Slow delivery,True,True,Electronics
PRD14175,Smartwatch,LG,LG Active Watch 2,Beauty,218.68,218.68,No,4.3,Battery drains fast,6eb0f962-dff3-4b0f-aee8-15d7d14bb391,27,Female,North Katherineberg,2023-05-06,Credit Card,Yes,Fitbit,Versa 4,50,4.1,Yes,20,Low quality,True,False,Electronics
PRD32309,Lipstick,Nivea,Nivea Fruity Shine Lip Balm,Electronics,428.9,428.9,No,3.8,Low quality,a91480a5-4dcc-4991-943a-3033fd796bb5,60,Female,Anthonyton,2024-08-10,Credit Card,Yes,MAC,Matte Lipstick,70,3.7,No,20,Usability issue,True,False,Electronics
PRD30872,Sofa Cover,Whirlpool,Whirlpool Stretch Sofa Cover,Electronics,285.36,285.36,No,3.4,Battery drains fast,7c266494-9222-4ce7-9bec-ade00c4d0dce,32,Male,Brennanberg,2024-10-16,Debit Card,No,Wayfair Basics,Microfiber Slipcover,70,3.2,Yes,10,Battery drains fast,True,False,Home
PRD32485,T-Shirt,Nike,Pro Dri-FIT Tee,Electronics,357.73,357.73,No,4.3,Satisfied customer,9ea3aabb-94b7-4fcf-8eb3-f9973c1afbee,25,Female,Simpsonfort,2023-02-18,Credit Card,Yes,Puma,Essentials Tee,60,4.2,No,10,Value for money (positive),False,False,Clothing
PRD25155,Dress,Puma,Puma Classics Dress,Electronics,151.23,151.23,No,4.2,Low quality,8e9dd43d-c855-4711-88a6-4975c4efa97a,60,Male,Michaelmouth,2025-05-28,Credit Card,No,Mango,Wrap Midi Dress,60,2.9,No,20,Durable product,True,False,Clothing
PRD10154,T-Shirt,Levi's,Graphic Set-In Neck Tee,Clothing,70.22,60.43,Yes,4.1,Durable product,49a588c2-4de7-4fa2-b486-7bb62bc85ad8,36,Male,South Desireetown,2025-03-17,Credit Card,No,Reebok,Classic Tee,70,3.7,No,10,Usability issue,False,True,Clothing
PRD25867,Smartwatch,Samsung,SmartWatch 3,Beauty,316.7,316.7,No,4.4,Satisfied customer,89769233-413d-43e8-bbcc-a910826ceb9c,18,Female,South Craigview,2024-07-25,Debit Card,Yes,Fitbit,Watch5 Pro,450,4.2,No,25,Battery drains fast,True,False,Electronics
PRD38691,Smartwatch,LG,LG Sport Watch X,Electronics,254.1,236.37,Yes,4.1,Usability issue,5190b6b5-373b-4511-bdea-2fb9be94ff78,18,Female,West Daniel,2022-10-08,Debit Card,No,Amazfit,Bip 3 Pro,50,3.3,No,20,Usability issue,True,True,Electronics
PRD34115,Sofa Cover,LG,KIVIK Cover,Electronics,419.14,419.14,No,3.6,Durable product,0b422057-de1e-4b13-9bfe-4d702204c81f,34,Female,Sanfordberg,2025-06-08,Debit Card,Yes,Home Centre,Elastic Fit Cover,70,3.3,No,20,Value for money (positive),False,False,Home
PRD00817,Laptop,Sony,Sony Notebook X,Electronics,167.2,147.68,Yes,4.5,Slow delivery,a4c89b3c-9763-4af9-be27-a7f7b20d0854,31,Female,East Jackiemouth,2024-08-23,Cash on Delivery,Yes,HP,Pavilion 15,450,4.0,No,20,Heating problem,True,True,Electronics
PRD13864,Jeans,Nike,Nike Denim Relaxed,Electronics,388.07,388.07,No,3.9,Heating problem,bf88e8e5-cfda-4980-b89d-2af4e83b3be2,48,Male,Beasleyton,2023-06-10,Debit Card,No,Tommy Jeans,Scanton,60,4.2,No,30,Damaged item,True,False,Clothing
PRD49437,Face Cream,Dove,Dove DermaSeries Cream,Beauty,412.11,326.52,Yes,4.3,Packaging issue,34d156ac-8627-454a-9d60-cf059c87a3a2,37,Female,West Richard,2023-11-23,Credit Card,No,Garnier,Bright Complete,130,4.4,Yes,40,Value for money (positive),True,True,Beauty
PRD10588,Lamp,LG,Hue Go Portable Lamp,Electronics,142.25,101.84,Yes,3.7,Satisfied customer,0455c666-6bcc-4d99-93b5-68a7973bfab9,38,Female,Port Anthonyborough,2023-04-30,Cash on Delivery,No,Mi,Desk Lamp Pro,60,3.7,No,30,Damaged item,True,False,Electronics
PRD49498,Shampoo,L'Oreal,Anti-Dandruff Power,Electronics,117.14,117.14,No,3.7,Satisfied customer,084b4c32-34f7-4095-8236-fba0cda2c36c,26,Female,North Rodneyville,2024-01-24,Cash on Delivery,Yes,Pantene,Total Damage Care,50,3.4,Yes,20,Low quality,False,False,Beauty
PRD26518,Curtains,Ikea,MAJGULL Blackout,Electronics,356.33,320.76,Yes,3.2,Battery drains fast,f2ceca17-837f-429f-880b-5d3e590e7674,34,Male,Whiteheadtown,2025-07-11,Debit Card,Yes,Pottery Barn,Velvet Curtain,60,3.9,Yes,20,Usability issue,False,True,Electronics
PRD05246,Shampoo,L'Oreal,Extraordinary Oil,Beauty,602.39,515.56,Yes,4.3,Slow delivery,44f218ea-4937-4a3b-879f-3540b35c9d5d,44,Male,North Jennifer,2023-02-06,Debit Card,Yes,Head & Shoulders,Classic Clean,50,3.5,Yes,20,Low quality,False,True,Beauty
PRD38332,Face Cream,Dove,Dove Moisturizing Cream,Beauty,204.04,169.78,Yes,4.3,Packaging issue,674f555d-e707-40f8-965a-f29dd3f4d75c,25,Male,West Carolburgh,2022-11-25,Credit Card,Yes,Lakme,Absolute Argan Oil,130,3.8,Yes,35,Battery drains fast,True,True,Beauty
PRD14927,Perfume,L'Oreal,Men Cool Kick Deodorant,Beauty,372.55,332.96,Yes,3.6,Usability issue,2db93673-7ee1-433e-8f73-9e4597cfc407,31,Male,Pricefort,2025-03-20,Credit Card,No,MarketBrand,Perfume Pro Series,70,3.6,No,30,Damaged item,False,True,Beauty
PRD49066,Dress,Levi's,Levi's Denim Dress,Electronics,75.98,58.52,Yes,3.5,Value for money (positive),8d621dbd-f910-4498-a4fb-4da405538270,28,Female,East Shirley,2023-03-29,Credit Card,No,Zara,Printed Midi Dress,50,3.2,Yes,10,Slow delivery,True,False,Clothing
PRD37865,Curtains,Urban Ladder,VIDGA Panel Curtains,Electronics,28.21,21.77,Yes,3.6,Slow delivery,449917c3-8eb3-4a7e-9fa5-eba007c08106,41,Female,North Brandon,2023-04-17,Cash on Delivery,No,Home Centre,Sheer Panel Pair,70,3.9,No,10,Slow delivery,True,True,Electronics
PRD28962,Dress,Nike,Nike Sportswear Dress,Electronics,525.72,525.72,No,3.5,Satisfied customer,2bd94b7f-40ac-40ff-a5ba-c5f9a466e770,36,Female,Jamesstad,2024-01-12,Cash on Delivery,No,Zara,Satin Slip Dress,60,3.7,No,10,Battery drains fast,True,False,Clothing
PRD44928,Shampoo,Sephora,Sephora Anti-Dandruff Care,Beauty,180.82,180.82,No,3.8,Battery drains fast,4a88f685-3472-4955-97a2-30c7573f1a92,26,Female,North Travis,2022-12-27,Cash on Delivery,Yes,Sunsilk,Black Shine,60,4.2,No,10,Usability issue,True,True,Beauty
PRD18247,Headphones,Samsung,Galaxy Buds2 Pro,Electronics,512.92,512.92,No,4.5,Battery drains fast,b02432dc-6ec5-4f3b-94d1-a48227b26ac8,25,Female,Robertberg,2024-09-17,Credit Card,No,Bose,Sport Earbuds,60,3.5,No,10,Slow delivery,False,True,Electronics
PRD21404,Shampoo,Dove,Hair Fall Rescue,Beauty,423.35,423.35,No,4.4,Heating problem,4f8d1ea4-97dc-49f6-8f81-8917e726c5b8,46,Male,Dyerview,2024-07-24,Cash on Delivery,No,Head & Shoulders,Smooth & Silky,110,4.1,No,40,Usability issue,False,True,Beauty
PRD14711,Jeans,Puma,Puma Tapered Fit Jeans,Electronics,200.73,170.14,Yes,4.0,Satisfied customer,9bf8eb80-fb24-4aaf-a5df-7e47ac9ed94e,51,Male,Owenshaven,2025-05-26,Credit Card,Yes,Tommy Jeans,Ryan,70,3.8,No,10,Packaging issue,True,False,Clothing
PRD06368,Headphones,Apple,AirPods Max,Beauty,49.54,49.54,No,4.1,Durable product,2d08ca3a-2844-4d5d-a0bd-c04e634d2f10,26,Male,New Emily,2024-02-14,Cash on Delivery,Yes,Philips,PH805,350,3.7,No,35,Durable product,False,False,Electronics
PRD48396,T-Shirt,Forever 21,Sportswear Club Tee,Clothing,123.18,91.89,Yes,4.6,Usability issue,44254069-139a-4c2c-9863-6293712cf00b,21,Female,New Kaylaside,2023-05-26,Credit Card,Yes,Reebok,Workout Ready Tee,50,3.9,No,10,Usability issue,False,True,Clothing
PRD42364,Jeans,Levi's,501 Original,Electronics,16.76,16.76,No,3.1,Packaging issue,cd3838d4-4b55-4de2-90f1-dde589027c9a,23,Female,Lynchview,2022-11-28,Cash on Delivery,No,Lee,Rider,70,3.9,Yes,10,Slow delivery,False,False,Clothing
PRD31707,Jeans,Puma,Puma Tapered Fit Jeans,Electronics,85.43,85.43,No,4.1,Heating problem,06051612-e51c-4071-a819-3fa009254a5c,33,Male,New Briannatown,2024-07-19,Debit Card,No,Lee,Daren,60,3.3,Yes,20,Packaging issue,True,False,Clothing
PRD16884,Perfume,L'Oreal,L'Oreal Eau de Parfum Classic,Beauty,261.29,203.68,Yes,4.4,Packaging issue,ee06fa06-4709-4361-a481-e850bb5020b8,59,Female,Lake Lindastad,2025-06-30,Credit Card,No,MarketBrand,Perfume Pro Series,50,4.5,No,20,Slow delivery,True,True,Beauty
PRD28447,Jeans,Levi's,512 Slim Taper,Electronics,499.92,499.92,No,4.0,Packaging issue,f970540e-9c2d-46ec-a30e-a137596624a3,29,Female,Port Jenniferberg,2025-07-24,Debit Card,No,Lee,Daren,70,3.8,No,10,Value for money (positive),False,False,Clothing
PRD26890,Dress,Levi's,Levi's Utility Dress,Electronics,175.08,175.08,No,3.7,Durable product,c7cdad4a-81a7-4942-8f94-ccb02b08348b,58,Female,Port Oscar,2024-09-04,Cash on Delivery,Yes,H&M,Smocked Dress,70,3.4,Yes,30,Damaged item,True,False,Clothing
PRD34349,Curtains,Urban Ladder,VIDGA Panel Curtains,Electronics,244.38,223.32,Yes,3.2,Heating problem,1a4cf02a-d045-4714-8985-bd34d355f742,42,Female,North Ianstad,2023-04-30,Cash on Delivery,Yes,Target,Room Darkening,60,3.6,No,30,Packaging issue,True,True,Electronics
PRD22135,T-Shirt,Puma,Better Cotton Tee,Clothing,168.63,168.63,No,3.9,Usability issue,4aeb6efc-b836-4341-a8fd-1e70f994756b,56,Male,South Shawna,2023-06-06,Debit Card,No,Levi's,Classic Logo Tee,70,4.5,No,10,Battery drains fast,False,True,Clothing
PRD32722,Laptop,LG,LG Gram 16,Electronics,155.76,141.13,Yes,3.9,Packaging issue,538b165b-637d-46e3-a82d-11e8d2e3f982,37,Female,Riverafort,2023-10-23,Cash on Delivery,No,Dell,XPS 13,60,4.3,No,20,Satisfied customer,True,True,Electronics
PRD25135,Headphones,Apple,AirPods Max,Electronics,119.5,105.32,Yes,3.9,Low quality,dd46164c-6fc9-450a-91d7-f549943472bc,40,Female,Evansside,2024-05-07,Cash on Delivery,Yes,Philips,SHP9500,350,4.1,No,45,Low quality,False,True,Electronics
PRD09056,Face Cream,Sephora,Sephora Super Hydrator,Beauty,38.17,34.56,Yes,4.5,Heating problem,372b8c3a-648a-4925-bb93-822010609e19,44,Female,North Aaron,2022-10-04,Cash on Delivery,No,Garnier,Wrinkle Lift,70,3.6,Yes,20,Durable product,True,True,Beauty
